Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
156976346,L'Immortale,Catherynne M. Valente,"Valente, Catherynne M.",,"=""""","=""""",0,3.97,Fazi Editore,Kindle Edition,346,2023,2011,,2023/08/19,to-read,to-read (#479),to-read,,,,0,0
58690308,Book Lovers,Emily Henry,"Henry, Emily",,"=""""","=""""",0,4.17,Berkley,Hardcover,377,2022,2022,,2023/04/18,currently-reading,currently-reading (#4),currently-reading,,,,1,0
66087070,Suddenly a Murder,Lauren Muñoz,"Muñoz, Lauren",,"=""0593617533""","=""9780593617533""",0,3.96,G.P. Putnam's Sons Books for Young Readers,Hardcover,320,2023,2023,,2023/08/19,to-read,to-read (#478),to-read,,,,0,0
157062582,"The Mystery Guest (Molly the Maid, #2)",Nita Prose,"Prose, Nita",,"=""0593356187""","=""9780593356180""",0,4.11,Ballantine Books,Hardcover,304,2023,2023,,2023/08/19,to-read,to-read (#477),to-read,,,,0,0
75293475,"The Last Devil to Die (Thursday Murder Club, #4)",Richard Osman,"Osman, Richard",,"=""0593299426""","=""9780593299425""",0,4.50,Pamela Dorman Books,Hardcover,368,2023,2023,,2023/08/19,to-read,to-read (#476),to-read,,,,0,0
75495002,Happiness Falls,Angie  Kim,"Kim, Angie",,"=""0593448200""","=""9780593448205""",0,4.03,Hogarth,Hardcover,400,2023,2023,,2023/08/19,to-read,to-read (#475),to-read,,,,0,0
123414019,Family Meal,Bryan Washington,"Washington, Bryan",,"=""0593421094""","=""9780593421093""",0,4.36,Riverhead Books,Hardcover,320,2023,2023,,2023/08/19,to-read,to-read (#474),to-read,,,,0,0
65213393,"Act Like a Lady, Think Like a Lord: A Mystery (Lady Petra Inquires)",Celeste Connally,"Connally, Celeste",,"=""125086755X""","=""9781250867551""",0,3.74,Minotaur Books,Hardcover,304,2023,2023,,2023/08/19,to-read,to-read (#473),to-read,,,,0,0
78296909,The Leftover Woman,Jean Kwok,"Kwok, Jean",,"=""0063031469""","=""9780063031463""",0,4.29,William Morrow,Hardcover,288,2023,2023,,2023/08/19,to-read,to-read (#472),to-read,,,,0,0
65646968,Mother-Daughter Murder Night,Nina Simon,"Simon, Nina",,"=""0063315041""","=""9780063315044""",0,4.02,William Morrow,Hardcover,368,2023,2023,,2023/08/19,to-read,to-read (#471),to-read,,,,0,0
63241097,Murder in the Family,Cara Hunter,"Hunter, Cara",,"=""0063272075""","=""9780063272071""",0,4.06,William Morrow Paperbacks,Paperback,480,2023,2023,,2023/08/19,to-read,to-read (#470),to-read,,,,0,0
62226126,"The Last Devil to Die (Thursday Murder Club, #4)",Richard Osman,"Osman, Richard",,"=""0241512441""","=""9780241512449""",0,4.50,Viking,Hardcover,400,2023,2023,,2023/08/19,to-read,to-read (#469),to-read,,,,0,0
123423832,The Coworker,Freida McFadden,"McFadden, Freida",,"=""172829620X""","=""9781728296203""",0,4.11,Poisoned Pen Press,Paperback,368,2023,2023,,2023/08/19,to-read,to-read (#468),to-read,,,,0,0
83668030,Good Bad Girl,Alice Feeney,"Feeney, Alice",,"=""1250843960""","=""9781250843968""",0,3.90,Flatiron Books,Hardcover,320,2023,2023,,2023/08/19,to-read,to-read (#467),to-read,,,,0,0
63833664,"After That Night (Will Trent, #11)",Karin Slaughter,"Slaughter, Karin",,"=""""","=""9780063157781""",0,4.50,William Morrow,Hardcover,432,2023,2023,,2023/08/19,to-read,to-read (#466),to-read,,,,0,0
112974852,Chaos Terminal (The Midsolar Murders #2),Mur Lafferty,"Lafferty, Mur",,"=""0593098137""","=""9780593098134""",0,4.00,Ace,Paperback,384,2023,2023,,2023/08/19,to-read,to-read (#465),to-read,,,,0,0
78540524,Yumi and the Nightmare Painter,Brandon Sanderson,"Sanderson, Brandon",,"=""1250899699""","=""9781250899699""",0,4.58,Tor Books,Hardcover,384,2023,2023,,2023/08/19,to-read,to-read (#464),to-read,,,,0,0
61885029,Starter Villain,John Scalzi,"Scalzi, John",,"=""0765389223""","=""9780765389220""",0,4.32,Tor Books,Hardcover,272,2023,2023,,2023/08/19,to-read,to-read (#463),to-read,,,,0,0
103452565,"Two Twisted Crowns (The Shepherd King, 2)",Rachel Gillig,"Gillig, Rachel",,"=""0316312711""","=""9780316312714""",0,4.52,Orbit,Paperback,480,2023,2023,,2023/08/19,to-read,to-read (#462),to-read,,,,0,0
75665887,"You, Again",Kate Goldbeck,"Goldbeck, Kate",,"=""059344812X""","=""9780593448120""",0,4.31,Dial Press Trade Paperback,Paperback,448,2023,2023,,2023/08/19,to-read,to-read (#461),to-read,,,,0,0
83814853,All That Consumes Us,Erica Waters,"Waters, Erica",,"=""0063115964""","=""9780063115965""",0,4.22,HarperTeen,Hardcover,416,2023,2023,,2023/08/19,to-read,to-read (#460),to-read,,,,0,0
66098770,"The Scarlet Alchemist (The Scarlet Alchemist, #1)",Kylie Lee Baker,"Baker, Kylie Lee",,"=""1335458018""","=""9781335458018""",0,4.32,Inkyard Press,Hardcover,432,2023,2023,,2023/08/19,to-read,to-read (#459),to-read,,,,0,0
75302266,A Study in Drowning,Ava Reid,"Reid, Ava",,"=""0063211505""","=""9780063211506""",0,4.36,HarperTeen,Hardcover,384,2023,2023,,2023/08/19,to-read,to-read (#458),to-read,,,,0,0
66092846,Her Radiant Curse,Elizabeth Lim,"Lim, Elizabeth",,"=""0593710029""","=""9780593710029""",0,4.32,Knopf Books for Young Readers,Paperback,432,2023,2023,,2023/08/19,to-read,to-read (#457),to-read,,,,0,0
127280062,"Ruthless Vows (Letters of Enchantment, #2)",Rebecca   Ross,"Ross, Rebecca",,"=""1250857457""","=""9781250857453""",0,4.72,Wednesday Books,Hardcover,432,2023,2023,,2023/08/19,to-read,to-read (#456),to-read,,,,0,0
63023639,"Foxglove (Belladonna, #2)",Adalyn  Grace,"Grace, Adalyn",,"=""0316162507""","=""9780316162500""",0,4.40,"Little, Brown Books for Young Readers",Hardcover,464,2023,2023,,2023/08/19,to-read,to-read (#455),to-read,,,,0,0
60197314,Betting on You,Lynn Painter,"Painter, Lynn",,"=""1665921234""","=""9781665921237""",0,4.22,Simon & Schuster Books for Young Readers,Hardcover,432,2023,2023,,2023/08/19,to-read,to-read (#454),to-read,,,,0,0
3264497,Orgoglio e pregiudizio,Jane Austen,"Austen, Jane","Giulio Caprin, W. Somerset Maugham","=""""","=""""",4,4.28,Mondadori,Paperback,390,2002,1813,2023/08/19,2023/08/15,,,read,"Nonostante abbia 210 anni, Orgoglio e Pregiudizio è fresco, divertente e attuale.",,,1,0
63892214,Vampires of El Norte,Isabel Cañas,"Cañas, Isabel",,"=""0593436725""","=""9780593436721""",0,4.09,Berkley,Hardcover,371,2023,2023,,2023/08/19,to-read,to-read (#453),to-read,,,,0,0
60041932,My Roommate Is a Vampire,Jenna Levine,"Levine, Jenna",,"=""0593548914""","=""9780593548912""",0,3.75,Berkley,Paperback,336,2023,2023,,2023/08/19,to-read,to-read (#452),to-read,,,,0,0
28169059,"Intestino, secondo cervello: Le rivoluzionarie scoperte scientifiche sulla microflora intestinale. Con 10 menù studiati da grandi chef e nutrizionisti",Miguel Ángel Almodóvar,"Almodóvar, Miguel Ángel",Nicola Jacchia,"=""""","=""""",5,3.81,Vallardi,Kindle Edition,221,2015,2014,2021/09/04,2020/11/28,"comprati, ebook, medicina, saggi, scienza, read-2021","comprati (#56), ebook (#39), medicina (#5), saggi (#23), scienza (#11), read-2021 (#30)",read-2021,,,,1,0
41393042,Start Now. Get Perfect Later,Rob Moore,"Moore, Rob",,"=""""","=""""",0,3.58,Nicholas Brealey,Kindle Edition,228,2018,,,2023/07/29,currently-reading,currently-reading (#2),currently-reading,,,,1,0
58990922,Fiori di stagione,Emmanuelle Kecir-Lepetit,"Kecir-Lepetit, Emmanuelle","Lea Maupetit, Vera Verdiani","=""""","=""9788867226085""",0,4.33,Ippocampo edizioni,Hardcover,96,2021,,,2023/07/04,to-read,to-read (#451),to-read,,,,0,0
58990941,Alberi di qui e d'altrove,Emmanuelle Kecir-Lepetit,"Kecir-Lepetit, Emmanuelle","Lea Maupetit, Vera Verdiani","=""886722607X""","=""9788867226078""",0,4.50,Ippocampo edizioni,Hardcover,96,2021,,,2023/07/04,to-read,to-read (#450),to-read,,,,0,0
6729483,Io sono Dio,Giorgio Faletti,"Faletti, Giorgio",,"=""8860734053""","=""9788860734051""",0,3.72,Baldini Castoldi Dalai,Hardcover,523,2009,2009,,2023/06/27,"autore-italiano, biblioteca, cartaceo, gialli, storia, to-read","autore-italiano (#25), biblioteca (#8), cartaceo (#44), gialli (#16), storia (#23), to-read (#449)",to-read,,,,0,0
25852870,Eligible: A Modern Retelling of Pride & Prejudice,Curtis Sittenfeld,"Sittenfeld, Curtis",,"=""1400068320""","=""9781400068326""",0,3.60,Random House Publishing Group,Hardcover,492,2016,2016,,2023/08/13,currently-reading,currently-reading (#3),currently-reading,,,,1,0
60683957,Check & Mate,Ali Hazelwood,"Hazelwood, Ali",,"=""0593619919""","=""9780593619919""",0,4.31,G.P. Putnam's Sons Books for Young Readers,Paperback,368,2023,2023,,2023/08/14,to-read,to-read (#448),to-read,,,,0,0
61326735,"Love, Theoretically",Ali Hazelwood,"Hazelwood, Ali",,"=""1408725797""","=""9781408725795""",0,4.22,Little Brown Books,Paperback,389,2023,2023,,2023/08/14,to-read,to-read (#447),to-read,,,,0,0
62098447,"A Shadow Crown (The Halfling Saga, #2)",Melissa Blair,"Blair, Melissa",,"=""1454947896""","=""9781454947899""",0,4.16,Union Square & Co.,Paperback,480,2023,2023,,2023/08/07,to-read,to-read (#446),to-read,,,,0,0
192716161,"A Vicious Game (The Halfling Saga, #3)",Melissa Blair,"Blair, Melissa",,"=""1454947918""","=""9781454947912""",0,5.00,Union Square & Co.,Paperback,448,2024,,,2023/08/07,to-read,to-read (#445),to-read,,,,0,0
59739150,"A Broken Blade (The Halfling Saga, #1)",Melissa Blair,"Blair, Melissa",,"=""""","=""""",0,4.03,,Kindle Edition,427,2021,2021,,2023/08/07,to-read,to-read (#444),to-read,,,,0,0
62703226,The Only One Left,Riley Sager,"Sager, Riley",,"=""0593183223""","=""9780593183229""",4,4.21,Dutton,Hardcover,385,2023,2023,2023/08/04,2023/07/19,,,read,,,,1,0
59651555,"Stuck with You (The STEMinist Novellas, #2)",Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",2,3.61,Berkley,Kindle Edition,127,2022,2022,2023/07/11,2023/07/11,,,read,"LETTO IN INGLESE<br/>LEGGIBILITA' IN LINGUA 4/5<br/>La storia di Sadie e Erik è stata una piacevole lettura di qualche ora.<br/>Se state cercando un libro Adulto da leggere in inglese, questo potrebbe essere un ottimo inizio: a parte qualche parola dell'ambito ingegneristico (del tutto sorpassabile) il linguaggio usato è semplice (B2) e, anche non conosceste qualche parole, potete sempre passare oltre.<br/>Essendo corto e leggibile in una giornata, se avete tempo, potete anche pensare di fare una seconda lettura, per recuperare tutti quei vocaboli che non avete capito.<br/>Detto questo, una storia leggera con al centro un drama e una storia d'amore nell'ambito STEM, sempre molto apprezzata.<br/>Come scritto sopra, si tratta di una storia Adult quindi è presente dello spicy, giusto per info.<br/><br/>",,,1,0
60784546,"Divine Rivals (Letters of Enchantment, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""1250857430""","=""9781250857439""",3,4.32,Wednesday Books,Hardcover,368,2023,2023,2023/07/18,2023/04/19,,,read,"LETTURA IN Inglese 4/5<br/>A differenza di altri libri, non è stato difficile immergersi nelle atmosfere di questo libro. È stato difficile rimanerci, però.<br/>Non tanto per il cambio radicale di ambientazione che porta la protagonista, Iris, dalla sicurezza della città alla crudele realtà del fronte.<br/>Il punto debole della storia, a mio parere di lettore, è proprio la storia d'amore.<br/>Lo spunto del giornalista che va in guerra per raccontare cosa accade veramente e, nel frattempo, ricercare il fratello e la verità su questo conflitto è stata accantonata per la storia d'amore.<br/>Nella prima parte della storia la scrittura, il lavoro, il giornale erano le cose importanti. Nella seconda parte tutto questo si perde per raccontare cose ben più semplici, infarcite di un'improvvisa dinamicità che spezza completamente dalla prima parte.<br/>Tutto corre, tutto succede rapidamente. Il matrimonio, in primis, è stato l'evento per me inaspettato: perché sposarsi? Perché se si sono appena dichiarati il loro amore Roman e Iris devono convolare a nozze? Se la cosa inizialmente mi aveva infastidita (ricordo che hanno diciannove anni) poi mi sono detta che effettivamente in tempo di guerra non c'è tempo e e soprattutto non c'è tempo per i sentimenti.<br/>Eppure,se c'è una cosa che mi ha infastidita e che poteva sicuramente essere diversa, è il finale. Perché Iris non poteva cavarsela da sola? Perché far ricomparire così Forrest? Certo, è comodo per noi, avere un anticipazione di cosa succederà a Roman vedendo cosa è successo a Forrest, ma è stato un po' finale troppo ""telefonato"". Detto questo, mi piace molto l'idea che Kitt sia legato a doppio filo con Dacre e sono curiosa di leggere il seguito, sperando riprenda lo stesso stile e le stesse atmosfere della prima parte del libro!",true,,1,0
56732449,The Love Hypothesis,Ali Hazelwood,"Hazelwood, Ali",,"=""0593336828""","=""9780593336823""",0,4.18,Berkley Books,Paperback,383,2021,2021,,2023/07/31,to-read,to-read (#443),to-read,,,,0,0
61402173,La mesmerista,Sara Simoni,"Simoni, Sara",,"=""8832198916""","=""9788832198911""",5,4.11,Acheron Books,Paperback,300,2022,,2023/07/29,2023/07/18,,,read,"Era da tanto che non leggevo un fantasy di una scrittrice italiana e spero non passerà molto prima di poter farlo ancora. E se fosse con il seguito di questa opera, sarebbe ancora meglio!<br/>Ho amato l'ambientazione di questo libro: una Italia politicamente diversa da quella del nostro mondo, ma non molto diversa nella vita quotidiana. Lena, la nostra protagonista, si muove nei bassifondi di Livorno, speranzosa di poter riabbracciare la sua famiglia. Sola, ha dovuto imparare a cavarsela da sola e convivere con un terribile peso sul cuore. Bas, rampollo di una famiglia nobile, vive nell'agio e immerso nei suoi libri, ma viene richiamato alla realtà da un evento inaspettato.<br/>Il loro incontro/scontro generano una storia ricca di colpi di scena e ricca di sentimento.<br/>Allo stesso tempo, il sistema magico, abbastanza semplice e originale, viene spiegato da Lena senza che i dialoghi risultino pesanti o fuori luogo.<br/><br/>L'unica pecca, se ne devo trovare una, è che pensavo fosse un romanzo autoconclusivo! E invece aspetterò (con piacere) il seguito ",,,1,0
61240340,First Generation: Recipes from My Taiwanese-American Home [A Cookbook],Frankie Gaw,"Gaw, Frankie",,"=""1984860771""","=""9781984860774""",0,4.52,Ten Speed Press,Kindle Edition,224,2022,,,2023/07/26,to-read,to-read (#442),to-read,,,,0,0
18795453,IO Sono Piccola?,Philipp Winterberg,"Winterberg, Philipp",Nadja Wichmann,"=""1493514121""","=""9781493514120""",4,4.17,CreateSpace Independent Publishing Platform,Paperback,40,2013,,2018/08/15,2018/08/14,,,read,,,,2,0
58671990,"My Happy Marriage, Vol. 1",Akumi Agitogi,"Agitogi, Akumi","Rito Kohsaka, Tsukiho Tsukioka, Jasmine Bernhardt","=""1646091469""","=""9781646091461""",2,4.35,Square Enix Manga,Paperback,208,2022,2019,2023/07/19,2023/01/05,,,read,"Sarà che sono quasi vent'anni che leggo manga, ma in questo primo volume non riesco a trovare nulla di nuovo e interessante. La protagonista è un personaggio già visto e rivisto, sottomesso e scialbo, probabilente portatore di grandi poteri. Il personaggio maschile è rigido ma presto si lascerà andare alle emozioni, altro cliché. <br/>Non credo che continuerò la lettura, ma spero comunque che la mia previsione non sia vera dato la grande pubblicità che se ne sta facendo. Spero che la protagonista rinsavisca e si ribelli, senza farsi proteggere costantemente dal suo compagno, e il lato magico venga correttamente trattato.",,,1,0
66098768,The Name Drop,Susan  Lee,"Lee, Susan",,"=""1335457984""","=""9781335457981""",0,3.95,Inkyard Press,Hardcover,304,2023,2023,,2023/07/16,to-read,to-read (#441),to-read,,,,0,0
59651553,"Below Zero (The STEMinist Novellas, #3)",Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",2,3.61,Berkley,Kindle Edition,139,2022,2022,2023/07/12,2023/07/12,,,read,"LETTURA IN INGLESE: 4/5<br/>Se siete alle prime armi con l'inglese non credo sia la lettura giusta, ma se invece il vostro livello è buono e state solo cominciando a leggere in inglese, allora potrebbe fare per voi (in realtà tutte e tre le STEM novelle fanno per voi). La lettura è stata scorrevole, a parte qualche termine più tecnico che chi non è del settore potrebbe non conoscere (ma, chiariamo, non è fondamentale). Se aveste già letto una delle altre due novelle, allora andare sul sicuro, perché la terminologia è simile e non vi troverete in grande difficoltà!<br/>Sono poco più di 100 pagine di racconto, ma se avete letto i precedenti è inutile che vi stia a parlare di come si sviluppa la storia. ",,,1,0
123248860,Fanc**o il talento: e tutte le altre balle che ci raccontano sulla creatività,Daniela Cremona,"Cremona, Daniela",,"=""""","=""""",3,4.47,,Kindle Edition,256,2023,2023,2023/06/06,2023/04/14,"2023, autore-italiano, cartaceo, comprati, manuali, saggi, w-writer","2023 (#2), autore-italiano (#23), cartaceo (#36), comprati (#88), manuali (#21), saggi (#28), w-writer (#46)",read,"Lettering: 5/5<br/>Un libro che ci permette di scoprire qualcosa di più del metodo di lavoro di una influencer che oramai seguo da anni.<br/>Vengono citati molti libri di riferimento e ""qualche studio"" a cui però non è possibile risalire, ma credo sia voluto per mantenere il libro semplice e colloquiale, anche se l'argomento semplice non è. Una trattazione alla portata di tutti, con molti spunti per poter cominciare fin da subito ad organizzare, pianificare e rimettere in moto la creatività.<br/>Ripeto: peccato per non avere aggiunto un punto del libro con i riferimenti bibliografici (sono certa che stilisticamente sarebbe stato il migliore di sempre).<br/>Certamente il libro di produttività più creativo, colorato e pastelloso mai pubblicato!",,,1,0
59651557,"Under One Roof (The STEMinist Novellas, #1)",Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",2,3.68,Berkley,Kindle Edition,112,2022,2022,2023/07/12,2023/07/12,,,read,,,,1,0
61036052,Natura morta,Louise Penny,"Penny, Louise","Alessandra Montrucchio, Carla Palmieri","=""8858439414""","=""9788858439418""",3,3.90,Einaudi,ebook,416,2022,2005,2023/07/07,2023/07/06,,,read,"Natura morta incarna benissimo l'idea di ""cosy crime"": un libro dalle atmosfere tranquille e sonnolente che racconta di un delitto avvenuto in un piccolo villaggio canadese dove non succede mai nulla (o forse no...) .<br/>Mi è molto piaciuto il fatto che il commissario non vedesse tutto nero o tutto bianco: le persone hanno mille sfaccettature e esprimono le proprie emozioni in vari modi.<br/>Note negative: colpevole abbastanza prevedibile e indagine sottotono.<br/>Leggeró anche il secondo!",,,1,0
59365195,"Bloodmarked (Legendborn, #2)",Tracy Deonn,"Deonn, Tracy",,"=""1534441638""","=""9781534441637""",0,4.38,Simon Schuster Books for Young Readers,Hardcover,576,2022,2022,,2023/04/20,to-read,to-read (#440),to-read,,,,0,0
62562898,"The Isles of the Gods (The Isles of the Gods, #1)",Amie Kaufman,"Kaufman, Amie",,"=""0593479289""","=""9780593479285""",0,3.98,Knopf Books for Young Readers,Hardcover,464,2023,2023,,2023/05/08,"2023, comprati, ebook, fantasy, eng, w-writer, to-read","2023 (#5), comprati (#95), ebook (#63), fantasy (#13), eng (#34), w-writer (#50), to-read (#439)",to-read,,,,0,0
55440232,"The Women of Troy (Women of Troy, #2)",Pat Barker,"Barker, Pat",,"=""0385546696""","=""9780385546690""",0,3.83,Doubleday,Hardcover,307,2021,2021,2023/02/16,2023/02/16,"2021, cartaceo, comprati, eng, sliceoflife, storia, w-writer, to-read","2021 (#8), cartaceo (#34), comprati (#85), eng (#30), sliceoflife (#23), storia (#21), w-writer (#44), to-read (#438)",to-read,,,,0,0
39507318,The Library Book,Susan Orlean,"Orlean, Susan",,"=""1476740186""","=""9781476740188""",0,3.89,Simon & Schuster,Hardcover,317,2018,2018,,2023/02/23,to-read,to-read (#437),to-read,,,,0,0
9317452,"Rivers of London (Rivers of London, #1)",Ben Aaronovitch,"Aaronovitch, Ben",,"=""0575097566""","=""9780575097568""",0,3.87,Gollancz,Hardcover,392,2011,2011,,2022/09/02,to-read,to-read (#436),to-read,,,,0,0
57937976,Il libro delle case straordinarie,Seiji Yoshida,"Yoshida, Seiji",,"=""""","=""""",5,4.65,L'ippocampo,Hardcover,128,2021,2020,2023/07/03,2023/07/03,,,read,"Trentatré case illustrate con tratto dolce e quasi abbozzato che però nascondono un approfondito lavoro di preparazione, ricerca e una tecnica artistica collaudata. <br/><br/>Il libro delle case straordinarie è uno studio artistico sul concetto di casa in varie epoche, in vari luoghi del mondo e, soprattutto, in varie realtà parallele.<br/>L'autore ha voluto fornirci la sua idea di casa non come semplice luogo dove abitare, ma di elemento architettonico che si adatta al paesaggio, alla storia del luogo e delle persone che lo hanno abitato. La casa stessa ottiene una storia e, proprio per questo, diventa un elemento chiave del racconto. Assume una tridimensionalità che spinge il lettore a volerne sapere di più, a cercare tra le immagini degli elementi che arricchiscano la storia e che confermino i pochi elementi annotati a margine dall'autore. <br/>Nei romanzi non amo le descrizioni delle case, anche perché a volte sono solo elenchi di cose, ma non ho potuto non immaginare quanto sarebbe stato bello vedere anche solo una di queste case in un romanzo fantasy o di qualsiasi altro genere.  E, badate bene, ho detto le case, non i loro inquilini. <br/>Quindi, se cercare un libro per riposare gli occhi, ma non la testa, questo fa per voi. Potete sfogliarlo senza filo logico e se poi vorrete approfondire, a fine libro l'autore ha voluto riassume il suo metodo di lavoro: interessante e molto chiaro! <br/>Ah, inutile dire che è edito L'ippocampo. Chi altri avrebbe potuto pubblicare un libro così squisito e ricercato?",,,1,0
42081757,Il sogno della macchina da cucire,Bianca Pitzorno,"Pitzorno, Bianca",,"=""8845299031""","=""9788845299032""",4,3.84,Bompiani,Paperback,240,2018,2018,2019/09/23,2019/09/19,"autore-italiano, best2018, comprati, ebook, saga-familiare, storia, w-writer","autore-italiano (#1), best2018 (#5), comprati (#17), ebook (#9), saga-familiare (#3), storia (#9), w-writer (#8)",read,,,,1,0
47510,The Tough Guide to Fantasyland,Diana Wynne Jones,"Jones, Diana Wynne",,"=""0142407224""","=""9780142407226""",0,3.94,Firebird,Paperback,234,2006,1996,,2023/05/20,"fantasyessay, to-read","fantasyessay (#5), to-read (#435)",to-read,,,,0,0
50892338,"Legendborn (Legendborn, #1)",Tracy Deonn,"Deonn, Tracy",,"=""1534441603""","=""9781534441606""",4,4.38,Margaret K. McElderry Books,Hardcover,501,2020,2020,2023/06/16,2023/04/20,,,read,,,,1,0
59357120,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""000853277X""","=""9780008532772""",4,3.99,The Borough Press,Hardcover,329,2023,2023,2023/05/29,2022/12/24,"2023, cartaceo, comprati, eng, usa, w-writer, thriller","2023 (#6), cartaceo (#43), comprati (#98), eng (#36), usa (#9), w-writer (#52), thriller (#1)",read,"LETTO IN INGLESE. <br/>LETTURA IN INGLESE CONSIGLIATA! <br/><br/>Era proprio quello che mi aspettavo.<br/>La trama, fin dalla prima volta che l'ho letta, mi ricorda quella di ""Analisi di un delitto"" (titolo originale: ""A murder of crows""): un manoscritto rubato e un autore avido che passerà molti guai.<br/>Non voglio fare spoiler, quindi non mi addentreró nella trama, ma sappiate che è una storia che vi terrà incollati alle pagine perché avrete bisogno di sapere come finisce. E non tanto per il (piccolo) mistero che viene inserito nelle pagine, ma perché avrete bisogno di soddisfare il vostro desiderio di sapere.<br/>June, la nostra protagonista, ruba un manoscritto: verrà punita? Subirà la gogna pubblica? Verrà cancellata dalla storia? Perderà tutto per non rialzarsi più? Oppure l farà franca, diventerà ricca e famosa e seppellirà la verità sotto infinite menzogne? <br/>Ecco, non aspettare la traduzione in italiano (ricordatevi che la traduzione è un atto di tradimento, come viene detto in Babel e come viene ripetuto qui) perché il libro è scorrevolissimo anche in inglese!",,,1,0
40881649,"Crocodile on the Sandbank (Amelia Peabody, #1)",Elizabeth Peters,"Peters, Elizabeth",,"=""""","=""""",0,4.00,Mysterious Press,Kindle Edition,262,2010,1975,,2023/05/28,to-read,to-read (#434),to-read,,,,0,0
51750,Writing Tools: 50 Essential Strategies for Every Writer,Roy Peter Clark,"Clark, Roy Peter",,"=""0316014982""","=""9780316014984""",0,4.18,"Little, Brown and Company",Hardcover,260,2006,2006,,2023/05/28,to-read,to-read (#433),to-read,,,,0,0
31363,How to Write Science Fiction & Fantasy,Orson Scott Card,"Card, Orson Scott",,"=""158297103X""","=""9781582971032""",0,3.91,Writer's Digest Books,Paperback,144,2001,1990,,2023/05/28,to-read,to-read (#432),to-read,,,,0,0
9644,Why I Write,George Orwell,"Orwell, George",,"=""0143036351""","=""9780143036357""",0,4.02,Penguin Books,Paperback,120,2005,1946,,2023/05/28,to-read,to-read (#431),to-read,,,,0,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",0,4.10,Knopf,Hardcover,259,2022,2022,,2023/05/23,to-read,to-read (#430),to-read,,,,0,0
13348749,The Cambridge Companion to Fantasy Literature,Edward  James,"James, Edward",Farah Mendlesohn,"=""0521728738""","=""9780521728737""",0,3.87,Cambridge University Press,Paperback,268,2012,2012,,2023/05/20,"to-read, fantasyessay","to-read (#429), fantasyessay (#12)",to-read,,,,0,0
6646881,A Short History of Fantasy (Popular culture),Farah Mendlesohn,"Mendlesohn, Farah",Edward James,"=""1904750680""","=""9781904750680""",0,3.85,Middlesex University Press,Paperback,296,2009,2009,,2023/05/20,"to-read, fantasyessay","to-read (#428), fantasyessay (#11)",to-read,,,,0,0
2867971,Rhetorics of Fantasy,Farah Mendlesohn,"Mendlesohn, Farah",,"=""0819568686""","=""9780819568687""",0,3.83,Wesleyan University Press,Paperback,336,2008,2008,,2023/05/20,"to-read, fantasyessay","to-read (#427), fantasyessay (#10)",to-read,,,,0,0
1602869,The Voice That Thunders,Alan Garner,"Garner, Alan",,"=""1860463320""","=""9781860463327""",0,4.41,"Harvill Press, The",Paperback,224,2003,1998,,2023/05/20,"to-read, fantasyessay","to-read (#426), fantasyessay (#9)",to-read,,,,0,0
13650,"The Wave in the Mind: Talks and Essays on the Writer, the Reader and the Imagination",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""1590300068""","=""9781590300060""",0,4.33,Shambhala,Paperback,314,2004,2004,,2023/05/20,"to-read, fantasyessay","to-read (#425), fantasyessay (#8)",to-read,,,,0,0
68039,Dancing at the Edge of the World,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0802135293""","=""9780802135292""",0,4.13,Grove Press,Paperback,320,1997,1989,,2023/05/20,"to-read, fantasyessay","to-read (#424), fantasyessay (#7)",to-read,,,,0,0
13140843,Reflections: On the Magic of Writing,Diana Wynne Jones,"Jones, Diana Wynne","Neil Gaiman, Charles Butler","=""0385654030""","=""9780385654036""",0,4.32,David Fickling Books,Hardcover,320,2012,2012,,2023/05/20,"to-read, fantasyessay","to-read (#423), fantasyessay (#6)",to-read,,,,0,0
47539,Diana Wynne Jones: The Fantastic Tradition and Children's Literature,Farah Mendlesohn,"Mendlesohn, Farah",,"=""0415970237""","=""9780415970235""",0,4.09,Routledge,Hardcover,280,2005,2005,,2023/05/20,"to-read, fantasyessay","to-read (#422), fantasyessay (#4)",to-read,,,,0,0
17155743,Epic Pooh,Michael Moorcock,"Moorcock, Michael",,"=""""","=""""",0,3.25,British Fantasy Society,ebook,,1978,1978,,2023/05/20,to-read,to-read (#421),to-read,,,,0,0
35478763,Daemon Voices,Philip Pullman,"Pullman, Philip",,"=""1910200964""","=""9781910200964""",0,4.13,David Fickling Books,Hardcover,480,2017,2017,,2023/05/20,to-read,to-read (#420),to-read,,,,0,0
